what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1528124770298
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1528124787160
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.opendecl",1528124808270
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1528124808340
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1528124844588
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1528124845327
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1528124895941
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1528124909677
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1528124914443
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.opendecl",1528124923158
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1528124923209
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1528124944339
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1528604756631
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201102081640,"org.eclipse.epp.usagedata.ui",1528604756729
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1528604757735
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1528604760139
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1528604765360
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1528604776019
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1528604776371
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1528604812874
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1528604903997
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1528604904805
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1528604906601
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1528604907455
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1528604909922
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1528604917006
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1528604917092
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1528604920610
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1528604927169
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.properties",1528604927183
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1528604933282
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1528604937102
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1528604983888
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1528604984734
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1528605002046
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1528605002207
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1528605002233
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1528605002260
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1528605002275
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1528605059738
